Unnamed: 0,username,text,created_at,sumber,sentiment,month,label_code,text_stopwords
4445,@izzul4410,ambil sisi positifnya buang negatif be smart party popper red heart red heart red heart sehat selalu orang baik,,Youtube,positive,,1,ambil sisi positifnya buang negatif be smart sehat selalu orang baik
4447,@MuhammadRiqzaKhoirulAnam,halo abang smiling face with smiling eyes,,Youtube,positive,,1,halo abang
4448,@AdiDesiliun-g9r,kalok saudara timothy camback ke simbol for all setuju tidak kalok setuju like saja ntr ncek bakal respon ronald bagaimana respon luu abang,,Youtube,netral,,0,kalok saudara timothy camback simbol for all setuju kalok setuju like ntr ncek bakal respon ronald respon luu abang
4451,@Kajuma99,walaupun banyak drama tapi tetep saya butuh ilmunya saudara tim red heart,,Youtube,positive,,1,walaupun banyak drama tetep butuh ilmunya saudara tim
4454,@GLORYHALELUYA02,terimakasih edukasi nya bermanfaat folded hands,,Youtube,positive,,1,terimakasih edukasi nya bermanfaat
4455,@Xxense,btw abang bagaimana tanggapan nya soal gym itu,,Youtube,netral,,0,btw abang tanggapan nya soal gym
4456,@ri_music3005,tetep setia meskipun org ngegibah dimna red heart,,Youtube,positive,,1,tetep setia meskipun org ngegibah dimna
4459,@fahrezaagung19,party popper party popper party popper,,Youtube,positive,,1,
4460,@its_dimazev,ada yang ngaku korban thimoty palingan jual rugi kena mental waktu turun grinning face with sweat,,Youtube,negative,,2,ngaku korban thimoty palingan jual rugi kena mental waktu turun grinning sweat
4461,@Duljahgamers,koin bekas kerokan dapat tidak ya crying face,,Youtube,netral,,0,koin bekas kerokan dapat
4462,@arvanrizki4188,banyak buzzer nya cuk face with tears of joy,,Youtube,negative,,2,banyak buzzer nya cuk of
4463,@jenrixqwestv1064,stelah di tnggapi deddy corbuzier dan bnyk yang coal out orang ini makin sopan moai,,Youtube,positive,,1,stelah tnggapi deddy corbuzier bnyk coal out orang makin sopan moai
4464,@desta3229,maclaren kamu warna apa dek,,Youtube,netral,,0,maclaren warna dek
4465,@space-xxxx,selamat datang pemain baru kamu baru saja menemukan harta pertama tapi hati hati dunia ini luas dan bos terakhirnya membangun roket,,Youtube,netral,,0,selamat datang pemain baru baru menemukan harta pertama hati hati dunia luas bos terakhirnya membangun roket
4466,@adit.x333y,abang jangan berenti edukasi kami abang saya masih butuh kamu,,Youtube,positive,,1,abang jangan berenti edukasi kami abang masih butuh
4467,@Vinn116,udah sukses apa belum yang menyembah nyembah dia rolling on the floor laughing,,Youtube,negative,,2,udah sukses belum menyembah nyembah on the
4470,@lintangmerpati,saya ingin nnya menurut pandangan saudara tim bagaimana nasib yang pns di tahun nanti apakah pekerjaan nya juga d ganti oleh ai,,Youtube,netral,,0,ingin nnya menurut pandangan saudara tim nasib pns tahun nanti apakah pekerjaan nya d ganti oleh ai
4471,@iIbnuAkram,kamu miskin kamu goblok hits hard speaking head speaking head speaking head speaking head fire fire fire fire fire fire,,Youtube,negative,,2,miskin goblok hits hard speaking head speaking head speaking head speaking head
4472,@qusair.r6275,sumpa kata katanya tidak ada yang update dari kemarin kemarin hehehe soalnya saya lihat di podcast lain ada mas timotynya,,Youtube,negative,,2,sumpa kata katanya update kemarin kemarin hehehe soalnya lihat podcast lain mas timotynya
4473,@CaraBijakBermain,wah mereka heters dapat panggung semua,,Youtube,negative,,2,wah heters dapat panggung semua
4474,@Bangiyunggg,wow ya penyevong nya face with tears of joy wkwkkwwk,,Youtube,positive,,1,wow penyevong nya of wkwkkwwk
4475,@Semuthitam1.3,pinter sih tapi bentar lagi kayaknya bakal tenggalam crying face,,Youtube,negative,,2,pinter bentar lagi kayaknya bakal tenggalam
4477,@agent456_twt,tidak ingin ah kripto kan kerja dari rumah kan elu bilang dirumah saja gob blk,,Youtube,negative,,2,ingin ah kripto kerja rumah elu bilang dirumah gob blk
4479,@Sniper-x2v,timothy sendiri yang ingin jatuhin banyak nyatanya tidak ada yang dapat geser timothy the real king,,Youtube,positive,,1,timothy sendiri ingin jatuhin banyak nyatanya dapat geser timothy the real king
4480,@MlotharMlov,bentar lagi nasibnya kaya indra kenz,,Youtube,negative,,2,bentar lagi nasibnya kaya indra kenz
4481,@Vocusera,orang pinter itu beli kelas terus duitnya buat borong bitcoin sama timoty grinning face with sweat,,Youtube,netral,,0,orang pinter beli kelas terus duitnya buat borong bitcoin sama timoty grinning sweat
4482,@GeryPptngn-q2p,timothy ronald semangatmu menyalakan api perlawanan di tengah gelapnya sistem yang bobrok kamu jadi cahaya bagi banyak orang,,Youtube,positive,,1,timothy ronald semangatmu menyalakan api perlawanan tengah gelapnya sistem bobrok jadi cahaya bagi banyak orang
4483,@putrariezky3953,jangan menyerah walaupun seandainya kamu meredup tapi akan banyak saksi hidup bahwa pernah ada cahaya edukasi paling terang yang menuntun mereka kejalan finansial yang benar walaupun sebentar fire fire,,Youtube,positive,,1,jangan menyerah walaupun seandainya meredup banyak saksi hidup bahwa pernah cahaya edukasi paling terang menuntun kejalan finansial benar walaupun sebentar
4484,@ki_nyasar8179,selamat pagi nak timothy apakah anda tahu ada sebuah project ekonomi dunia baru sejak sebelum adanya bitcoin bila mengetahuinya syukurlah bapak titip generasi indonesia baru red heart,,Youtube,netral,,0,selamat pagi nak timothy apakah anda tahu sebuah project ekonomi dunia baru sejak sebelum adanya bitcoin bila mengetahuinya syukurlah bapak titip generasi indonesia baru
4487,@onno881,bitcoin sekarang hampir tembus milyar broooo,,Youtube,netral,,0,bitcoin sekarang hampir tembus milyar broooo
4488,@AmbarWati-w5l,orang ini kalau humble dan masuk islam luar biasa,,Youtube,positive,,1,orang humble masuk islam luar biasa
4489,@farelrifki6705,semangatt timothyyy saya yakin kamu dapat lewatin badai ini god bless you red heart,,Youtube,positive,,1,semangatt timothyyy yakin dapat lewatin badai god bless you
4490,@profitablebanget,wah buzzernya banyak ya face with tears of joy,,Youtube,positive,,1,wah buzzernya banyak of
4492,@Music-Timur8,jika mereka masih skeptis soal bitcoin maka quotes ini cocok untuk mereka you will own nothing and you will be happy quotes dari para elite yang terdengar menyenangkan tapi sangat mengerikan weary face,,Youtube,negative,,2,jika masih skeptis soal bitcoin quotes cocok you will own nothing and you will be happy quotes para elite terdengar menyenangkan sangat mengerikan weary
4493,@tadek_pole,kami hanya butuh ilmumu ketua masalah pribadi kita urus masing tapi please jangan berhenti mengedukasi karena masih banyak yang butuh ilmu darimu ketua,,Youtube,positive,,1,kami hanya butuh ilmumu ketua masalah pribadi urus masing please jangan berhenti mengedukasi masih banyak butuh ilmu darimu ketua
4495,@DwiPrdn,itu member acnya di urusin dulu mot cat with tears of joy,,Youtube,negative,,2,member acnya urusin dulu mot cat of
4496,@papa.rocket,timoty bayar buzer habis berapa buat counter komen,,Youtube,netral,,0,timoty bayar buzer habis berapa buat counter komen
4497,@zian2710,banyak yang bilang aplikasinya kurang bagus baca saja ulasannya crying face kata banyak duit massa apk tidak di benahi,,Youtube,negative,,2,banyak bilang aplikasinya kurang bagus baca ulasannya kata banyak duit massa apk benahi
4498,@mbahpianpian7390,sepertinya timothy akan sama seperti indra kenz terlalu arogan,,Youtube,negative,,2,sepertinya timothy sama seperti indra kenz terlalu arogan
4499,@NanriPermana,memang benar orang selalu melihat sisi salahnya saja tidak pernah mikirin berapa ribu orang yang akhirnya ingin semangat atas edukasi beliau fire,,Youtube,positive,,1,memang benar orang selalu melihat sisi salahnya pernah mikirin berapa ribu orang akhirnya ingin semangat atas edukasi beliau
4500,@mazayubichanel7312,kalau ada yang masih nyinyir naikkan harga ac jadi juta agar berkurang orang yang ingin jadi kaya red heart,,Youtube,negative,,2,masih nyinyir naikkan harga ac jadi juta agar berkurang orang ingin jadi kaya
4501,@FUNNYZA1,diajarin beli bitcoin eh malah pada beli meme koin didex dan fulture kalah pada nyalahin face with tears of joy,,Youtube,negative,,2,diajarin beli bitcoin eh malah beli meme koin didex fulture kalah nyalahin of
4502,@febukhori,ncek goreng masa lagi banget ini lebih ekstrem passport control,,Youtube,negative,,2,ncek goreng masa lagi banget lebih ekstrem passport control
4503,@AkunLuarr-jm1ep,masa iya brotim abang bgrotim nyebarin situs selot,,Youtube,negative,,2,masa iya brotim abang bgrotim nyebarin situs selot
4504,@r..4193,pajak sama tarif ploq berapa abang belum di sebutkan secara resmi face with tears of joy,,Youtube,netral,,0,pajak sama tarif ploq berapa abang belum sebutkan secara resmi of
4505,@misterrama77,sebagian sdm indonesia terlalu mudah tertarik di sebuah motivasi yang berlatar belakang flexing walau dibilang goblok sama influencer tersebut tetap ditonton dan mengucapkan terimakasih,,Youtube,negative,,2,sebagian sdm indonesia terlalu mudah tertarik sebuah motivasi berlatar belakang flexing walau dibilang goblok sama influencer tersebut tetap ditonton mengucapkan terimakasih
4506,@anto_slawi,bagus dapat belajar ttg bitcoin,,Youtube,positive,,1,bagus dapat belajar ttg bitcoin
4507,@anthoni6102,game of attention kurang saudara maju sampe ring lah,,Youtube,negative,,2,game of attention kurang saudara maju sampe ring lah
4509,@Geryramdhani17,porto dia segitu saja tidak buka bukaan ternyata ya tertawa sama andri hakim yang katnya influencer saham itu gobloq juga kalah by one porto rolling on the floor laughing,,Youtube,negative,,2,porto segitu buka bukaan ternyata tertawa sama andri hakim katnya influencer saham gobloq kalah by one porto on the
4510,@ahmadainulyaqin302,abang mana abang pendidikan yang luh bilang penipuan ternyata luh yang penipuan folded hands,,Youtube,negative,,2,abang mana abang pendidikan luh bilang penipuan ternyata luh penipuan
4511,@andreandrian1408,terimakasih atas edukasi financial yang kamu berikan pad saya sekarang saya dapat hidup lebih baik secara financial tolong jangan berhenti ngasi edukasi pada kami,,Youtube,positive,,1,terimakasih atas edukasi financial berikan pad sekarang dapat hidup lebih baik secara financial tolong jangan berhenti ngasi edukasi kami
4512,@alfaroby3221,di tang tang anak gym itu beneran berani tidak kamu face with tears of joy face with tears of joy face with tears of joy,,Youtube,positive,,1,tang tang anak gym beneran berani of of of
4513,@DaniHidayat-n4l,punya tabungan jt th hampir saja ingin ambil mobil tapi setelah dengar video timothy pikiran jadi berubah lebih baik pleading face makasi abang sehat selalu semoga gabosen mengedukasi rakyat yang memang gapaham soal uang,,Youtube,positive,,1,punya tabungan jt th hampir ingin ambil mobil setelah dengar video timothy pikiran jadi berubah lebih baik pleading makasi abang sehat selalu semoga gabosen mengedukasi rakyat memang gapaham soal uang
4515,@lukmanaman3676,timoti adalah investor jangan karena dia salah di bidang lain tidak jadi berguru di bidang investasi smiling face with smiling eyes,,Youtube,positive,,1,timoti investor jangan salah bidang lain jadi berguru bidang investasi
4516,@muhammadsigit4041,kalau tidak mengenal timothy saya sudah jadi sampah masyarakat yang mungkin ngobat di pinggir jalan karena trauma masalah hidup yang sangat berat bagiku terima kasih saudara timothy pliss jangan ngilang,,Youtube,positive,,1,mengenal timothy jadi sampah masyarakat mungkin ngobat pinggir jalan trauma masalah hidup sangat berat bagiku terima kasih saudara timothy pliss jangan ngilang
4517,@CanterCdd1,terima kasih abang jangan pernah hilang kami butuh kamu abang yang gaji umr ini supaya melek finansial smiling face with smiling eyes,,Youtube,positive,,1,terima kasih abang jangan pernah hilang kami butuh abang gaji umr supaya melek finansial
4518,@menghiburanda20,ini bagaimana aq lihat orang oq malah daftar aidrop ctc plus apakah platfom ctcplus itu penipuan plis jelasin biar paham ada yang tahu kah,,Youtube,netral,,0,aq lihat orang oq malah daftar aidrop ctc plus apakah platfom ctcplus penipuan plis jelasin biar paham tahu kah
4520,@tim7890-ti2tv,beresin dlu itu manta jgn yapping mlu face with tears of joy,,Youtube,negative,,2,beresin dlu manta jgn yapping mlu of
4521,@CIKIPAWKICAU,urus dulu murid kamu yang udah rungkad puluhan miliar tuhh malah lepas tangan,,Youtube,negative,,2,urus dulu murid udah rungkad puluhan miliar tuhh malah lepas tangan
4524,@Rian-xt1oj,bilat bilat face with tears of joy face with tears of joy,,Youtube,positive,,1,bilat bilat of of
4525,@bagusdwi5591,mending ngegym daripada bitcoin face with tears of joy,,Youtube,positive,,1,mending ngegym daripada bitcoin of
4526,@dibitcoin,kalau bukan timothy yang berkoar koar november saya tidak bakal tahu tentang bitcoin detik ini sudah x kenaikan semangat tim,,Youtube,positive,,1,bukan timothy berkoar koar november bakal tahu tentang bitcoin detik x kenaikan semangat tim
4528,@greyhats13,meski kamu sempat blunder saya tetap dengar ilmu kamu tentang bitcoin dan kripto semangat trus saudara,,Youtube,positive,,1,meski sempat blunder tetap dengar ilmu tentang bitcoin kripto semangat trus saudara
4530,@bryannaufal-t5y,terlepas dari masalah yang beredar ini seleksi ada yang memang amu ambil ilmunya ada yang sekedar ambil fomonya,,Youtube,netral,,0,terlepas masalah beredar seleksi memang amu ambil ilmunya sekedar ambil fomonya
4531,@BogengBogeng-k9s,warga konoha ingin pintar ingin tidak ingin kaya ingin tidak ingin ber agama ingin tidak ingin ber politik ingin tidak tetap sejatinya warga konoha mudah di adu domba,,Youtube,negative,,2,warga konoha ingin pintar ingin ingin kaya ingin ingin ber agama ingin ingin ber politik ingin tetap sejatinya warga konoha mudah adu domba
4532,@aristanto4177,aplikasi ternak uang itu akun yang asli punya timothy roland yang mana ya,,Youtube,netral,,0,aplikasi ternak uang akun asli punya timothy roland mana
4533,@senkuu2710,manusia terbaik adalah manusia yang memberi manfaat bagi sesama thanks saudara tim sudah mengedukasi selama ini,,Youtube,positive,,1,manusia terbaik manusia memberi manfaat bagi sesama thanks saudara tim mengedukasi selama
4534,@SlametRiyadi-ih3nz,epic come back red heart red heart red heart red heart red heart red heart red heart red heart,,Youtube,positive,,1,epic come back
4535,@bandhcet3131,tetap disini dan masih akan disini belajar dengan orang yang sudah sukses dan ikhlas mengiggatkan sesama,,Youtube,positive,,1,tetap disini masih disini belajar orang sukses ikhlas mengiggatkan sesama
4536,@LASVEGAS-ALFIN,saya harap kamu kena take down youtube face with tears of joy,,Youtube,negative,,2,harap kena take youtube of
4537,@singgihprayogi54,ambil positifnya tinggalin negatifnya red heart ingin kontroversi seperti apapun itu,,Youtube,positive,,1,ambil positifnya tinggalin negatifnya ingin kontroversi seperti apapun
4539,@yubbychannel8849,saya tidak membeli bitcoin tapi saya suka motivasi dia terutama kopi rb itu benar merubah mindset cara pandang cara merespon dan cara melihat peluang di jangka panjang allah merubah drastis kehidupan saya secara finansial,,Youtube,positive,,1,membeli bitcoin suka motivasi terutama kopi rb benar merubah mindset cara pandang cara merespon cara melihat peluang jangka panjang allah merubah drastis kehidupan secara finansial
4540,@mxnn.,karena timothy roland saya invest beli bitcoin ethereum ripple dn juga solana terima kasih abang sudi beri kata semangat kpd org muda salam dari malaysia malaysia smiling face with smiling eyes,,Youtube,positive,,1,timothy roland invest beli bitcoin ethereum ripple dn solana terima kasih abang sudi beri kata semangat kpd org muda salam malaysia malaysia
4541,@YeyenCabby,bitcoin dapat di pakai untuk apa,,Youtube,netral,,0,bitcoin dapat pakai
4542,@AlhamdulillahBismillah-m3x,abang jangan pensiun ngasih edukasi yah saya masih butuh edukasi sama motivasi mas ronald semangat sehat selalu red heart red heart red heart,,Youtube,positive,,1,abang jangan pensiun ngasih edukasi yah masih butuh edukasi sama motivasi mas ronald semangat sehat selalu
4543,@SabrinaSakhi,saya kesini karena podcast nya om dedy,,Youtube,netral,,0,kesini podcast nya om dedy
4544,@josan5392,woy kamu yang masih main kripto pda sadar kocak sblm terlambat,,Youtube,negative,,2,woy masih main kripto pda sadar kocak sblm terlambat
4545,@nuregameing370,kalau ingin analisis yang lebih detail saya kasih tahu ada di channel nya astronacci smiling face with smiling eyes,,Youtube,netral,,0,ingin analisis lebih detail kasih tahu channel nya astronacci
4546,@Alternatif-u7o,kebetulan kripto lagi naik semoga sri mulyani nafku tahu face with tears of joy,,Youtube,positive,,1,kebetulan kripto lagi naik semoga sri mulyani nafku tahu of
4547,@anakkuli-ah,alhamdulillah saya sudah ketemu bisnis yang dapat hasilkan kripto dengan modal kecil hasilkan kripto berkali banget tanpa batas,,Youtube,positive,,1,alhamdulillah ketemu bisnis dapat hasilkan kripto modal kecil hasilkan kripto berkali banget tanpa batas
4548,@sitimaryamah1631,bitcoin itu bisnis orang pinter untuk ngegoblogin orang goblog,,Youtube,negative,,2,bitcoin bisnis orang pinter ngegoblogin orang goblog
4550,@AURON.X,ajak prof yohanes gabung untuk merubah wajah pendidikan negara kita,,Youtube,positive,,1,ajak prof yohanes gabung merubah wajah pendidikan negara
4554,@usupalbambani7149,saya baru nabung bitcoin bulan juni sebesar rp per bulan kenaikannya sudah luar biasa terima kasih saudara tim,,Youtube,positive,,1,baru nabung bitcoin bulan juni sebesar rp per bulan kenaikannya luar biasa terima kasih saudara tim
4555,@bolang007,terima kasih selalu bikin video edukasi sangat bermanfaat,,Youtube,positive,,1,terima kasih selalu bikin video edukasi sangat bermanfaat
4556,@rendikurniawan113,semua org punya cara nya sendiri untuk menikmati hidup fire rocket,,Youtube,positive,,1,semua org punya cara nya sendiri menikmati hidup
4558,@warisannusantara9397,apapun kata mereka inilah yang dikatakan tymoty hidup ini seperti peperangan kita harus siap hadapi pertarungan hidup,,Youtube,netral,,0,apapun kata inilah dikatakan tymoty hidup seperti peperangan harus siap hadapi pertarungan hidup
4559,@Lucielpedia,yang isi komenan semua bot semurahan itu video ginian peak comedy,,Youtube,negative,,2,isi komenan semua bot semurahan video ginian peak comedy
4560,@alilroadvlog,izin clipper videonya saudara timoty,,Youtube,netral,,0,izin clipper videonya saudara timoty
4562,@ArRahman-113,apa appnya dapat dipake buat org malaysia,,Youtube,netral,,0,appnya dapat dipake buat org malaysia
4564,@AnalisaRasa,kenapa ngga cicil manta abang,,Youtube,netral,,0,ngga cicil manta abang
4566,@zaenuriaja6406,simple saja perbesar income rajin kumpulin bitcoin tutup kuping dan fokus hidup bukan karena omongan orang secara alami orang lebih suka lihat kita susah drpd kita yang sukses,,Youtube,positive,,1,simple perbesar income rajin kumpulin bitcoin tutup kuping fokus hidup bukan omongan orang secara alami orang lebih suka lihat susah drpd sukses
4567,@agungwisastra7092,kwkwkkw prihal gym kocak se viral ini bjirrr face with tears of joy,,Youtube,positive,,1,kwkwkkw prihal gym kocak se viral bjirrr of
4569,@nizqiii6024,manusia tidak ada yang sempurna ambil sisi positif nya saja,,Youtube,positive,,1,manusia sempurna ambil sisi positif nya
4571,@Safa1Rafa2,episode belum di upload om timo sudah bulan september nih,,Youtube,negative,,2,episode belum upload om timo bulan september nih
4572,@Scentimentt,keep going saudara manusia itu tempat nya salah it s okay mengapa kita terjatuh karena dari situ kita belajar untuk bangkit kembali may allah guide us from the darkness to the lightness saya s,,Youtube,positive,,1,keep going saudara manusia tempat nya salah it s okay mengapa terjatuh situ belajar bangkit kembali may allah guide us from the darkness to the lightness s
4573,@saputraiqbal1266,intinya konsisten kalau ingin untung jangan ingin untung jangka pendek karena itu akan membuat kerugian besar,,Youtube,netral,,0,intinya konsisten ingin untung jangan ingin untung jangka pendek membuat kerugian besar
4574,@lensaozora6821,apapun kontroversinya terimakasih sudah bantu edukasi saya yang baru belajar investasi jadi dapat berpenghasilan dari rumah black heart,,Youtube,positive,,1,apapun kontroversinya terimakasih bantu edukasi baru belajar investasi jadi dapat berpenghasilan rumah black
4575,@sefianurma,hebat ya sekali beli bitcoin jt setiap bulan dan udah konsisten selama bulan timothy udah keluar uang miliyar dan sekarang totalnya uang di bitcoin udah miliyar lebih,,Youtube,positive,,1,hebat sekali beli bitcoin jt setiap bulan udah konsisten selama bulan timothy udah keluar uang miliyar sekarang totalnya uang bitcoin udah miliyar lebih
4576,@DodiNakma,tidak ada anak muda yang ngebuka mata kita selain timoty,,Youtube,positive,,1,anak muda ngebuka mata selain timoty
4577,@Amirul-x2d,semangat teruss ncekk jangan degarinn mereka yangg ingin menjatuhkan loo red heart,,Youtube,positive,,1,semangat teruss ncekk jangan degarinn yangg ingin menjatuhkan loo
4578,@DennHaggq,judi berkedok trading face with tears of joy,,Youtube,negative,,2,judi berkedok trading of
4579,@erlanggam9596,dengan adanya teknologi komputer quantum yang dapat memecahkan masalah rumit matematis secara cepat keamanan bitcoin menjadi riskan dimasa depan,,Youtube,negative,,2,adanya teknologi komputer quantum dapat memecahkan masalah rumit matematis secara cepat keamanan bitcoin menjadi riskan dimasa depan
4580,@CaraBijakBermain,kurangnya orang orang haters melihat yin dan yang,,Youtube,netral,,0,kurangnya orang orang haters melihat yin
4581,@bryanakbar8959,oh ini yang katanya sok jadi orang pinter nyatanya bobrok,,Youtube,negative,,2,oh katanya sok jadi orang pinter nyatanya bobrok
4584,@ranuanggaprasetya7539,lawak jir semua nya isinya oknum semua awokawok,,Youtube,negative,,2,lawak jir semua nya isinya oknum semua awokawok
4585,@Aditya_store_official,dh m saja co yang gym golbok face with tears of joy face with tears of joy face with tears of joy apa lah blunder face with tears of joy face with tears of joy,,Youtube,negative,,2,dh m co gym golbok of of of lah blunder of of
4586,@reykades6065,tetap semangat saudara timothy guaa tetap support kamu,,Youtube,positive,,1,tetap semangat saudara timothy guaa tetap support
4587,@gladywong,apps yang aman apa kakak luar dan dalam negeri,,Youtube,netral,,0,apps aman kakak luar negeri
4588,@RioIndd,kenapa saya tetap ikutin loh karena saya kagum dengan wawasan loh padahal umur masih thn thumbs up thumbs up thumbs up,,Youtube,positive,,1,tetap ikutin loh kagum wawasan loh padahal umur masih thn
4589,@bolaDunia-7,bagiku timothy yang terbaik alhamdulillah sukses selalu dan slalu dalam lindungan allah palms up together,,Youtube,positive,,1,bagiku timothy terbaik alhamdulillah sukses selalu slalu lindungan allah palms together
4590,@deden.herdiansyah,bocil bocil pecinta timothy cepet cepet sadar woy,,Youtube,negative,,2,bocil bocil pecinta timothy cepet cepet sadar woy
4591,@satriyaardika3376,terimakasih encek sudah konsisten dan sharing ilmu mahalnya gratiss,,Youtube,positive,,1,terimakasih encek konsisten sharing ilmu mahalnya gratiss
4592,@gunsarjrpandiangan,semangat encek kami disini dengan mu berdiri bersama mu saluting face saluting face saluting face,,Youtube,positive,,1,semangat encek kami disini mu berdiri bersama mu saluting saluting saluting
4593,@faishalumam7028,mulai darimana saudara kalau untuk pemula,,Youtube,netral,,0,mulai darimana saudara pemula
4594,@abunawar47,fir aun juga sangat kaya tapi lupa untuk menghargai,,Youtube,negative,,2,fir aun sangat kaya lupa menghargai
4597,@iswandiwandi5615,tingal beli bitcoin saat turun jual saat naik gaperlu ikut kelas selesai yang ikut kelas ya org yang pgn cepet kaya intinya sabar jangka panjang begitu saja,,Youtube,netral,,0,tingal beli bitcoin saat turun jual saat naik gaperlu ikut kelas selesai ikut kelas org pgn cepet kaya intinya sabar jangka panjang begitu
4598,@oppafai3695,wwkwkwkwk borng sampah kah mas,,Youtube,negative,,2,wwkwkwkwk borng sampah kah mas
4599,@bagoesandrean4792,sukses itu seperti sekumpulan tempe tidak ada yang tahu smiling face with smiling eyes,,Youtube,netral,,0,sukses seperti sekumpulan tempe tahu
4600,@jeffri201260046,engga sia nx ikut kelas dapat untung digit terima kasih ka monkey monkey monkey,,Youtube,positive,,1,engga sia nx ikut kelas dapat untung digit terima kasih ka monkey monkey monkey
4601,@BangRezafks,kalau cerita naik pasti bakal naik tapi di akan ada koreksinya nah kembali kepada modal masing sanggup kah nahan di saat bitcoin koreksi,,Youtube,netral,,0,cerita naik pasti bakal naik koreksinya nah kembali kepada modal masing sanggup kah nahan saat bitcoin koreksi
4603,@willystudent,terus lah mengedukasi kami ncek,,Youtube,positive,,1,terus lah mengedukasi kami ncek
4604,@1212-s5n,hidup kamu tidak akan lama saudara wkwkwkwkwk,,Youtube,negative,,2,hidup lama saudara wkwkwkwkwk
4605,@oktaokta5837,kirain pihak dari youtube sudah banned akunnya,,Youtube,netral,,0,kirain pihak youtube banned akunnya
4606,@anonime-y2l,sipaling pinter sedunia dampak manfaat kamu apa buat byk org yang kamu lakuin dodol garut,,Youtube,negative,,2,sipaling pinter sedunia dampak manfaat buat byk org lakuin dodol garut
4607,@Melayupunyagaye,koh itu bagaimana yang podcast sama om ded,,Youtube,netral,,0,koh podcast sama om ded
4608,@ChaNkwtmr,saya awam usaha selain di dunia nyata tapi alasan timoty logis jadi saya coba ikuti jt dan saya memulai mencoba dari pedagang ke investor smpai,,Youtube,netral,,0,awam usaha selain dunia nyata alasan timoty logis jadi coba ikuti jt memulai mencoba pedagang investor smpai
4609,@RyanFdl29,bocil cuma taunya bitcoin face with tears of joy face with tears of joy face with tears of joy sepele dek portofolio kamu face with tears of joy face with tears of joy,,Youtube,negative,,2,bocil cuma taunya bitcoin of of of sepele dek portofolio of of
4610,@SadamGafar-er2di,edukasi nya jangan di ilangin koh terlepas huru hara di luar sana,,Youtube,netral,,0,edukasi nya jangan ilangin koh terlepas huru hara luar sana
4612,@inuganyakorossa8022,nontonin video timothy sambil ngegym memang paling enak,,Youtube,positive,,1,nontonin video timothy sambil ngegym memang paling enak
4613,@f.z09channel70,saudara tim kamu lagi main di papan yang salah kalau kamu ingin saya dapat kasih kuncinya buat lompat level,,Youtube,negative,,2,saudara tim lagi main papan salah ingin dapat kasih kuncinya buat lompat level
4614,@C-Drama30s,terserah apa kata orang ketika timothy ngeluarin statement yang baru ini viral tapi setiap manusia tidak ada yang sempurna jadi berpikir dewasa saja diambil positif nya saja,,Youtube,positive,,1,terserah kata orang ketika timothy ngeluarin statement baru viral setiap manusia sempurna jadi berpikir dewasa diambil positif nya
4615,@Amelinda_faizah0721,koko tim ingin tanya platform yang rekomended yang terpercaya untuk investasi bitcoin,,Youtube,netral,,0,koko tim ingin tanya platform rekomended terpercaya investasi bitcoin
4618,@Alternatif-u7o,jadi ini yang namanya timoty tapi kripto bitcoin tidak dapat gantikan dolar mending pakai online,,Youtube,netral,,0,jadi namanya timoty kripto bitcoin dapat gantikan dolar mending pakai online
4619,@MangManu-z1i,seharusnya indonesia beli bitcoin biar indonesia dapat bayar lunas utangnya,,Youtube,netral,,0,seharusnya indonesia beli bitcoin biar indonesia dapat bayar lunas utangnya
4620,@marcothephoenix8222,tetep semngat saudara tim saya support kamu buat selalu kasih edukasi manausiawi tidak ada manusia yang sempurna,,Youtube,positive,,1,tetep semngat saudara tim support buat selalu kasih edukasi manausiawi manusia sempurna
4621,@AzkaAzka-nf8dp,beli bitcoin nya di mana abang,,Youtube,netral,,0,beli bitcoin nya mana abang
4624,@agatritefa9789,titik terendah manusia adalah jadi buzzer,,Youtube,negative,,2,titik terendah manusia jadi buzzer
4625,@dedenroni1242,tolong di respon ya ada yang mengatas nama kan timothy,,Youtube,netral,,0,tolong respon mengatas nama timothy
4626,@hutantua9112,intinya lanjutkan terus edukasinya saudara abaikan saja omongan org karne saya lebih percaya pada bukti bukan asumsi semata,,Youtube,positive,,1,intinya lanjutkan terus edukasinya saudara abaikan omongan org karne lebih percaya bukti bukan asumsi semata
4627,@Putra.BD_V2,ikut mulai dari bitcoin harga m bos cicil dikit saja,,Youtube,netral,,0,ikut mulai bitcoin harga m bos cicil dikit
4628,@sutoyoiluk9310,borong otak dan etika abang,,Youtube,negative,,2,borong otak etika abang
4631,@wisanggeni17522,gaji umr dapat nabung bitcoin tidak abang,,Youtube,netral,,0,gaji umr dapat nabung bitcoin abang
4632,@Andikfun,inget itu opini dia jadi tidak berlaku semua orang paham yang di podcest om ded itu tidak nonton full video cuman clipnya saja,,Youtube,netral,,0,inget opini jadi berlaku semua orang paham podcest om ded nonton full video cuman clipnya
4634,@haikalrivaldi964,saya tidak paham paham tentang investasi loudly crying face loudly crying face,,Youtube,negative,,2,paham paham tentang investasi
4635,@hikmah-usia,koh untuk metode top up floq nya dapat tambahkan dari bank lain tidak seperti bca dll,,Youtube,netral,,0,koh metode top floq nya dapat tambahkan bank lain seperti bca dll
4636,@demassukmono5388,ditunggu edukasi live nya saudara,,Youtube,netral,,0,ditunggu edukasi live nya saudara
